Número de serie,Escuela o facultad:,Edad:,Sexo:,Tiene tutor,"1.	¿Conoces las actividades de tutoría que se desarrollan en tu Escuela o Facultad?","2.	¿Consideras que en tu Escuela o Facultad es necesaria la tutoría?","3.	¿Consideras que en tu Escuela o Facultad la tutoría funciona?",Sugerencias
4421,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Incluir más información sobre temas de interés estudiantil como la orientación académica. 
4423,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,No,Implementara talleres para tener más información acerca del programa de tutorías
4425,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,"Hacer más difusión sobre lso tutores, su rola y en qué nos pueden ayudar"
4426,Escuela Nacional Preparatoria,16,Masculino,A,Sí,No,Sí,No tengo ninguna sugerencia
4427,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Apoyar a los estudiantes con tutorias que les agraden 
4429,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"Entiendo que por términos de la pandemia le es difícil al tutor estar al pendiente, sin embargo; me gustaría que estuviera mas presente."
4430,FES Zaragoza,20,Masculino,A,No,Sí,No,"deberían ser días específicos, que los tutores sean ajenos al grupo para que así puedan explicar mejor todo con tiempo que no sea de la clase ."
4431,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,No,No hay confianza con muchos de los maestros que son tutores.
4432,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Ninguna
4434,Facultad e Contaduría y Administración,18,Femenino,A,No,Sí,No,Me gustaría que los tutores estuviesen más al pendiente de sus grupo de tutoría
4435,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Por el moento no creo que el programa de tutoria necesite algo que agragar a su reperterio, ya que en mi opinión personal este cuenta con lo necesario para apoyar a su alumnado. "
4436,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Ninguna
4437,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,.
4438,Escuela Nacional Preparatoria,16,Masculino,A,No,No,No,"Que se den más seguido las clases de tutoría, ya que con una vez al mes no es suficiente."
4439,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"Impartir más clases de esta materia, ya que son muy pocas las veces que se imparte la materia. "
4440,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Ninguna, todo perfecto. "
4441,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Que se den clases de tutoría al menos una vez a la semana 
4443,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,No tengo ninguna todo esta perfecto para mi gusto
4446,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,No,que se tenga interés por el programa 
4448,Escuela Nacional Preparatoria,17,Femenino,A,Sí,No,Sí,no
4450,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Mas material didáctico 
4452,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Cómo sugerencia aportaría que los docentes que realicen la función de tutor/a, estén realmente capacitados para tal efecto y brinden un buen apoyo a la comunidad académica."
4453,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,No,No
4454,Facultad de Ingeniería,19,Masculino,A,No,Sí,Sí,Creo que en general está bien
4456,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,"Tal vez que se realizarán más sesiones de la cotidianas, además de no centrarse en un temario sino que platicar con los alumnos acerca de que es lo que los acongoja"
4457,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Creo que deberían dar el tiempo pertinente para la tutoría porque pienso que no se lo toma la importancia pertinente
"
4458,ENP 5 José Vasconcelos,16,Femenino,A,No,Sí,No,Mejorar la atención hacia los alumnos y soluciones efectivas para las problemáticas del alumnado
4459,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,Que los tutores nos informen sobre las actividades que se desarrollan en tutoría
4460,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"No ninguna, fue un buen programa."
4461,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,No,Hallar soluciones a los problemas que tienen los alumnos.
4462,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Realmente informar y actuar sobre el programa de tutoría 
4463,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,No,Pienso que es necesario tener más horas de tutoria al mes para que realmentepueda verse su funcionamiento
4465,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Todo muy bien 
4467,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"Mejorar y brindar de mejor manera la información acerca de las actividades, que su acceso sea más fácil para todos"
4468,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,Hacer mas actividades que mejoren nuestro desempeño en tutoria
4469,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Que sea más recurrente la interacción de los tutores con los alumnos y que nos proporcionen más información y actividades de este programa.
4470,Colegio de Ciencias y Humanidades,17,Masculino,A,No,Sí,Sí,No tengo ninguna sugerencia
4472,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,Considero que la tutoría de la escuela es necesaria para que nosotros como alumnos estemos informados acerca de lo que sucede en nuestra escuela así mismo para que la tutora(o) tenga un control de nosotros y nuestros historiales académicos y pueda apoyarnos 
4473,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,no
4474,Escuela Nacional Preparatoria,16,Masculino,A,No,No,Sí,Nop
4475,Facultad e Contaduría y Administración,23,Masculino,A,Sí,Sí,Sí,.
4476,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,No tengo sugerencias 
4477,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,Ninguna sugerencia.
4478,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Tener un espacio de alumnos y tutor en el cual se vean dudas académicas y/o personales
4479,ENP 5 Jose Vasconcelos,18,Masculino,A,Sí,Sí,Sí,"No realmente. 
"
4480,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,no :3
4481,Escuela Nacional Preparatoria,17,Femenino,A,No,No,No,no
4482,"Facultad de Medicina, Veterinaria y Zootecnia",20,Masculino,A,Sí,Sí,No,.
4483,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,No
4484,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Para mi todo esta bien.
4486,Facultad de Filosofía y Letras,22,Femenino,A,Sí,Sí,Sí,Destinar horas específifcas para la tutoría en vez de tomar el tiempo de clase de los profesores.
4489,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,No tengo ninguna sugerencia. 
4490,Escuela Nacional Preparatoria,16,Femenino,A,Sí,No,Sí,"pues ninguna, en mi caso :b"
4491,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"No tengo ninguna, la tutora que me toco es super linda y buena en lo que hace."
4493,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,"Mayor comunicación en cuanto a situaciones escolares
"
4495,FES Cuautitlán,22,Femenino,A,Sí,Sí,No,Los tutores deberían presentarse desde un inicio y decirnos en que cuestiones escolares nos pueden apoyar 
4497,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Opino que el programa eta bien.
4498,Facultad de Arquitectura,19,Masculino,A,Sí,No,No,Que sea opcional
4499,Colegio de Ciencias y Humanidades,15,Femenino,A,No,Sí,No,"Realmente no se cuales son los programas de tutoria que hay en mi plantel, desearía que nos los enseñaran"
4501,Colegio de Ciencias y Humanidades,15,Femenino,A,No,Sí,Sí,"Creo que deberían decirnos un poco más sobre en que nos puede ayudar el tutor, por ejemplo: dudas, cuestiones con algún maestro, etc."
4503,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"............
"
4506,Colegio de Ciencias y Humanidades,16,Masculino,A,Sí,Sí,Sí,"No tengo sugerencias lo veo todo bien

"
4508,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Darle seguimiento a ciertas dudas o inconformidades por parte de los alumnos en cuanto a los profesores de otras asignaturas 
4509,Colegio de Ciencias y Humanidades,15,Femenino,A,No,Sí,No,"Mi tutora la maestra Betsabé Areli Ortiz no ejerce bien el puesto de tutora, tal vez si nos da los comunicados, pero no está al 100% con nosotros. Espero que no sea el mismo caso con otros tutores. "
4510,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,Por el momento ninguna. 
4512,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,Considero que el programa de tutoría es lo suficientemente bueno para cumplir con los objetivos que conozco acerca del programa.
4513,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,No,"No tengo ninguna sugerencia
"
4515,Colegio de Ciencias y Humanidades,15,Femenino,A,No,Sí,Sí,"Realmente no tengo sugerencias, pienso que esta bien el programa de tutoría "
4516,Colegio de Ciencias y Humanidades Plantel Oriente ,16,Femenino,A,No,No,Sí,Ninguna.
4517,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"Creo que me gusta mucho mi maestra de tutoria, siento que me motiva y siempre habla de cosas interesante. "
4518,Facultad de Economía,20,Masculino,A,No,Sí,Sí,.
4520,Colegio de Ciencias y Humanidades,15,Masculino,A,No,Sí,Sí,Todo esta bien
4521,Escuela Nacional Preparatoria,16,Masculino,A,No,No,Sí,"Es un buen trabajo, considero que algún apecto a mejorar sería el estar más al pendiente de los alumnos. "
4528,Colegio de Ciencias y Humanidades,16,Masculino,A,No,Sí,Sí,Las tutorias me parecen muy importante para mejorar el desarrollo academico y encontrar soluciones para acreditar las materias.
4529,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,"Se que por la pandemia, es mucho más difícil tratar temas de integración, pero eso es algo que ha faltado mucho en estos años "
4530,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Ninguna
4531,Colegio de Ciencias y Humanidades,18,Femenino,A,No,Sí,Sí,No
4534,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Que no solo digan que hablemos con el profesor ya que eso no funci
ona "
4536,Facultad de Ciencias Políticas y Sociales,18,Masculino,A,Sí,Sí,Sí,solo que estén mas en comunicación con los alumnos y que dieran información sobre algún tramite importante que se tuviera que realizar 
4538,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"Tal vez, hacer más charlas acerca de la vida académica en línea, aunque ya regresaremos, sin embargo no sabemos en qué momento esto vuelva a pasar.
"
4541,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,No,Recibír quejas o inconformidades  que se tengan con  los profesores.
4544,Colegio de Ciencias y Humanidades,16,Femenino,A,No,Sí,Sí,.
4545,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,No tengo
4546,Colegio de Ciencias y Humanidades,16,Masculino,A,No,Sí,Sí,Ninguna 
4547,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"No, no tengo nunguna por el momento"
4549,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"Que se seleccionen mejor algunos tutores, en ocasiones no cumplen con su papel como tutor, no es mi caso pero lo he oído con varios compañeros"
4550,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,Todo me parece perfecto ya que si tenemos alguna duda y se la planteamos a la tutora ella esta dispuesta a contestarnos
4551,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Considero que es importante que la información que se brinde acerca de la tutoría en las facultades sean bastantes completas y así los alumnos puedan tenar suficiente información sobre ello y también es importante que los profesores tutores estén capacitados para este tipo de roles. 
4553,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,Ninguna 
4555,Escuela Nacional Preparatoria N.8 Miguel E. Schulz,17,Femenino,A,No,Sí,Sí,Me gustaría que hay una materia sobre este aspecto
4556,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,:)
4557,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"considero que la comunicación entre alumno y asesor es sumamente importante, pero al tener un problema y acudir al tutor siempre su solución es""habla con tu profesor"" por lógica esa fue nuestra primera opción, pero al  no notar una respuesta acudimos al tutor, considero que un tutor debe tener más soluciones y ser más abierto hacia el estudiante "
4558,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Traten de siempre contestar o actuar lo más pronto posible cuando un alumno les pide su ayuda. 
4559,Colegio de Ciencias y Humanidades,15,Masculino,A,Sí,Sí,Sí,Ninguna 
4561,FES Cuautitlán,24,Femenino,A,Sí,Sí,Sí,todo bien
4564,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"En lo personal sería implementar más la comunicación con los alumnos, estoy consciente de que en estas circunstancias no es posible físicamente, pero tener esa comunicación más funcional."
4565,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"Tocar temas de amor propio, suicidio, etc."
4566,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Que la tutoría maneje herramientas de las nuevas tecnologías para reforzar el desarrollo tanto académico como personal.
4567,Colegio de Ciencias y Humanidades,16,Masculino,A,No,Sí,Sí,Ninguna
4568,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,No,ninguna
4569,Colegio de Ciencias y Humanidades,15,Femenino,A,No,Sí,Sí,Pudiera ser que a los alumnos se nos diera más información sobre el programa 
4570,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Tener más seguido clases de tutoría.
4571,Colegio de Ciencias y Humanidades,15,Masculino,A,No,Sí,Sí,Dar información clara con respecto a la tutoría y sobre todo reiterar a los alumnos la importancia de esta misma a lo largo del curso
4572,Colegio de Ciencias y Humanidades,16,Femenino,A,No,Sí,Sí,Me parece que contamos con lo necesario. 
4574,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,No tengo sugerencias. 
4577,ENP 2,17,Femenino,A,Sí,Sí,No,no 
4579,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Que se tenga más comunicación con los tutores
"
4580,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,No hay alguna sugerencia 
4582,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Poder tener más tiempo de consulta
4583,CDMX,18,Masculino,A,Sí,Sí,Sí,PERFECTO
4585,FES Zaragoza,17,Masculino,A,Sí,Sí,Sí,Ninguna.
4586,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,Siento que alomejor sería mejor la tutoria personalizada
4588,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Tal vez que se pueda tener un tiempo para hablar con los alumnos de sus problemáticas  
4589,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,Atender y escuchar
4590,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,Todo cool 
4592,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Que los profesores avisen a sus alumnos, porque luego no sabemos y de esa forma no se aprovecha el recurso"
4593,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Creo que dar alguna información de como son las clases en la facultad y como son en dichas carreras
4594,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Ninguna así como esta la tutoría esta bien 
4595,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,.
4596,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,No,"Más acercamiento con lo alumnos y la situaciones que en ocasiones se presentan, hablo en general de los tutores que he tenido.
"
4597,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"Ninguna, hace reuniones con nuestros padres"
4599,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,"Ninguna, gracias. "
4600,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Tener una comunicación más rápida entre el tutor y los alumnos 
4601,Escuela Nacional Preparatoria,17,Femenino,A,No,No,Sí,Nunca he tomado asesoramiento por parte de mi escuela pero supongo que sería una buena opción para mejorar el rendimiento académico de todos en el primer plantel 
4602,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,No por el momento 
4607,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Ninguna.
4609,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,"Esta bien.
"
4611,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Mi tutora es muy buena.
4612,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,Ninguna sugerencia
4613,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Ninguna
4614,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Así como está el programa está muy bien 
4615,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"Que pueda ser un trato más personal con nuestros tutores, a mi la mayoría en vez de darme confianza, sentía que me iban a regañar jsjs"
4617,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Quizá que se involucren un poco más con los alumnos, en las clases en línea es de mucha ayuda tener tutores ya que son un medio de comunicación con la escuela, talvez seria muy útil si los tutores también tuvieran contacto con el resto de profesores."
4619,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,no
4620,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"No tengo ninguna sugerencia, el programa de tutoría en mi prepa es 
excelente "
4624,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Ninguna
4625,Colegio de Ciencias y Humanidades,15,Masculino,A,No,Sí,Sí,ninguna
4627,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,...
4628,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Realizar diferentes actividades referentes a tutoria
4629,FES Acatlán,20,Masculino,A,No,Sí,Sí,"Debería de darse mayor difusión a las tutorías, pues a veces queda mucho al aire y no se da la atención necesaria por parte de los tutores hacia los alumnos."
